OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Region,UnitsSold,UnitPrice,Discount,Cost,SalesAmount,GrossProfit
O10508,2023-06-16,C1015,P212,Product 13,Furniture,South,4,54.4,0.05,27.16,206.72,98.08
O10509,2023-06-17,C1055,P208,Product 9,Office Supplies,South,6,118.51,0.0,86.83,711.06,190.08
O10510,2023-06-17,C1044,P200,Product 1,Electronics,North,4,207.23,0.0,104.52,828.92,410.84
O10511,2023-06-17,C1007,P212,Product 13,Furniture,West,2,54.4,0.0,27.16,108.8,54.48
O10512,2023-06-17,C1005,P203,Product 4,Furniture,North,18,477.65,0.0,181.0,8597.7,5339.7
O10513,2023-06-17,C1039,P211,Product 12,Office Supplies,South,12,437.23,0.0,150.23,5246.76,3444.0
O10514,2023-06-17,C1059,P221,Product 22,Office Supplies,South,1,26.26,0.05,15.92,24.95,9.03
O10515,2023-06-19,C1053,P202,Product 3,Office Supplies,West,13,97.88,0.0,36.6,1272.44,796.64
O10516,2023-06-19,C1046,P221,Product 22,Office Supplies,West,10,26.26,0.0,15.92,262.6,103.4
O10517,2023-06-19,C1036,P220,Product 21,Electronics,East,10,278.07,0.0,101.91,2780.7,1761.6
O10518,2023-06-20,C1035,P223,Product 24,Software,East,2,31.6,0.0,19.77,63.2,23.66
O10519,2023-06-20,C1002,P213,Product 14,Furniture,West,10,86.81,0.0,56.62,868.1,301.9
O10520,2023-06-21,C1051,P205,Product 6,Office Supplies,East,17,209.71,0.1,124.1,3208.56,1098.86
O10521,2023-06-21,C1057,P223,Product 24,Software,South,11,31.6,0.05,19.77,330.22,112.75
O10522,2023-06-21,C1054,P227,Product 28,Electronics,South,6,59.97,0.0,24.28,359.82,214.14
O10523,2023-06-21,C1011,P216,Product 17,Electronics,West,8,370.37,0.0,147.09,2962.96,1786.24
O10524,2023-06-21,C1029,P226,Product 27,Office Supplies,South,10,127.24,0.0,100.11,1272.4,271.3
O10525,2023-06-21,C1006,P208,Product 9,Office Supplies,West,2,118.51,0.0,86.83,237.02,63.36
O10526,2023-06-22,C1006,P224,Product 25,Office Supplies,West,1,570.22,0.0,191.49,570.22,378.73
O10527,2023-06-22,C1042,P229,Product 30,Electronics,West,12,214.73,0.0,140.8,2576.76,887.16
O10528,2023-06-22,C1046,P203,Product 4,Furniture,West,13,477.65,0.15,181.0,5278.03,2925.03
O10529,2023-06-23,C1022,P208,Product 9,Office Supplies,North,11,118.51,0.05,86.83,1238.43,283.3
O10530,2023-06-23,C1058,P224,Product 25,Office Supplies,South,8,570.22,0.0,191.49,4561.76,3029.84
O10531,2023-06-23,C1040,P203,Product 4,Furniture,West,8,477.65,0.0,181.0,3821.2,2373.2
O10532,2023-06-25,C1014,P201,Product 2,Software,South,2,80.89,0.0,49.22,161.78,63.34
O10533,2023-06-26,C1008,P211,Product 12,Office Supplies,East,4,437.23,0.15,150.23,1486.58,885.66
O10534,2023-06-26,C1019,P222,Product 23,Software,East,5,84.86,0.0,40.78,424.3,220.4
O10535,2023-06-26,C1027,P217,Product 18,Software,North,11,311.91,0.15,117.62,2916.36,1622.54
O10536,2023-06-26,C1043,P208,Product 9,Office Supplies,East,17,118.51,0.0,86.83,2014.67,538.56
O10537,2023-06-26,C1024,P206,Product 7,Electronics,South,10,235.09,0.05,103.91,2233.36,1194.26
O10538,2023-06-27,C1012,P226,Product 27,Office Supplies,East,13,127.24,0.0,100.11,1654.12,352.69
O10539,2023-06-27,C1046,P220,Product 21,Electronics,West,8,278.07,0.0,101.91,2224.56,1409.28
O10540,2023-06-29,C1048,P227,Product 28,Electronics,North,11,59.97,0.0,24.28,659.67,392.59
O10541,2023-06-29,C1059,P214,Product 15,Electronics,South,6,367.76,0.0,169.05,2206.56,1192.26
O10542,2023-06-29,C1045,P224,Product 25,Office Supplies,East,15,570.22,0.0,191.49,8553.3,5680.95
O10543,2023-06-30,C1019,P225,Product 26,Furniture,East,17,213.13,0.1,73.51,3260.89,2011.22
O10544,2023-06-30,C1053,P219,Product 20,Software,West,9,459.87,0.0,188.0,4138.83,2446.83
O10545,2023-07-01,C1014,P217,Product 18,Software,South,6,311.91,0.0,117.62,1871.46,1165.74
O10546,2023-07-02,C1037,P225,Product 26,Furniture,South,14,213.13,0.0,73.51,2983.82,1954.68
O10547,2023-07-03,C1045,P221,Product 22,Office Supplies,East,18,26.26,0.0,15.92,472.68,186.12
O10548,2023-07-03,C1028,P212,Product 13,Furniture,East,3,54.4,0.0,27.16,163.2,81.72
O10549,2023-07-03,C1047,P210,Product 11,Software,North,12,111.71,0.05,77.24,1273.49,346.61
O10550,2023-07-05,C1027,P212,Product 13,Furniture,North,18,54.4,0.05,27.16,930.24,441.36
O10551,2023-07-05,C1003,P211,Product 12,Office Supplies,North,6,437.23,0.0,150.23,2623.38,1722.0
O10552,2023-07-05,C1058,P202,Product 3,Office Supplies,South,16,97.88,0.0,36.6,1566.08,980.48
O10553,2023-07-06,C1024,P229,Product 30,Electronics,South,12,214.73,0.0,140.8,2576.76,887.16
O10554,2023-07-06,C1037,P217,Product 18,Software,South,19,311.91,0.0,117.62,5926.29,3691.51
O10555,2023-07-07,C1050,P217,Product 18,Software,North,6,311.91,0.0,117.62,1871.46,1165.74
O10556,2023-07-07,C1042,P228,Product 29,Electronics,West,2,253.39,0.0,88.43,506.78,329.92
O10557,2023-07-08,C1007,P215,Product 16,Furniture,West,2,215.0,0.15,77.58,365.5,210.34
O10558,2023-07-09,C1035,P209,Product 10,Office Supplies,East,8,309.61,0.0,108.59,2476.88,1608.16
O10559,2023-07-09,C1016,P229,Product 30,Electronics,West,1,214.73,0.0,140.8,214.73,73.93
O10560,2023-07-09,C1021,P226,Product 27,Office Supplies,West,18,127.24,0.0,100.11,2290.32,488.34
O10561,2023-07-09,C1035,P211,Product 12,Office Supplies,East,9,437.23,0.05,150.23,3738.32,2386.25
O10562,2023-07-09,C1020,P227,Product 28,Electronics,South,10,59.97,0.05,24.28,569.72,326.92
O10563,2023-07-09,C1007,P227,Product 28,Electronics,West,8,59.97,0.05,24.28,455.77,261.53
O10564,2023-07-09,C1028,P215,Product 16,Furniture,East,5,215.0,0.0,77.58,1075.0,687.1
O10565,2023-07-09,C1035,P211,Product 12,Office Supplies,East,13,437.23,0.0,150.23,5683.99,3731.0
O10566,2023-07-09,C1031,P208,Product 9,Office Supplies,West,2,118.51,0.15,86.83,201.47,27.81
O10567,2023-07-09,C1019,P224,Product 25,Office Supplies,East,7,570.22,0.0,191.49,3991.54,2651.11
O10568,2023-07-10,C1038,P229,Product 30,Electronics,East,3,214.73,0.0,140.8,644.19,221.79
O10569,2023-07-10,C1044,P225,Product 26,Furniture,North,14,213.13,0.0,73.51,2983.82,1954.68
O10570,2023-07-10,C1049,P219,Product 20,Software,West,18,459.87,0.0,188.0,8277.66,4893.66
O10571,2023-07-10,C1022,P200,Product 1,Electronics,North,13,207.23,0.15,104.52,2289.89,931.13
O10572,2023-07-11,C1004,P226,Product 27,Office Supplies,North,11,127.24,0.0,100.11,1399.64,298.43
O10573,2023-07-11,C1033,P225,Product 26,Furniture,South,1,213.13,0.0,73.51,213.13,139.62
O10574,2023-07-11,C1010,P208,Product 9,Office Supplies,East,4,118.51,0.0,86.83,474.04,126.72
O10575,2023-07-11,C1050,P220,Product 21,Electronics,North,3,278.07,0.0,101.91,834.21,528.48
O10576,2023-07-11,C1046,P218,Product 19,Office Supplies,West,13,203.65,0.0,85.36,2647.45,1537.77
O10577,2023-07-11,C1004,P222,Product 23,Software,North,7,84.86,0.05,40.78,564.32,278.86
O10578,2023-07-11,C1019,P213,Product 14,Furniture,East,4,86.81,0.05,56.62,329.88,103.4
O10579,2023-07-13,C1040,P217,Product 18,Software,West,13,311.91,0.0,117.62,4054.83,2525.77
O10580,2023-07-13,C1045,P215,Product 16,Furniture,East,19,215.0,0.0,77.58,4085.0,2610.98
O10581,2023-07-13,C1003,P227,Product 28,Electronics,North,14,59.97,0.0,24.28,839.58,499.66
O10582,2023-07-13,C1002,P214,Product 15,Electronics,West,3,367.76,0.0,169.05,1103.28,596.13
O10583,2023-07-13,C1035,P214,Product 15,Electronics,East,8,367.76,0.0,169.05,2942.08,1589.68
O10584,2023-07-14,C1033,P228,Product 29,Electronics,South,10,253.39,0.05,88.43,2407.2,1522.9
O10585,2023-07-14,C1055,P224,Product 25,Office Supplies,South,17,570.22,0.0,191.49,9693.74,6438.41
O10586,2023-07-14,C1052,P212,Product 13,Furniture,West,5,54.4,0.0,27.16,272.0,136.2
O10587,2023-07-14,C1056,P229,Product 30,Electronics,North,9,214.73,0.0,140.8,1932.57,665.37
O10588,2023-07-14,C1009,P227,Product 28,Electronics,East,6,59.97,0.0,24.28,359.82,214.14
O10589,2023-07-14,C1019,P206,Product 7,Electronics,East,6,235.09,0.0,103.91,1410.54,787.08
O10590,2023-07-14,C1003,P202,Product 3,Office Supplies,North,19,97.88,0.0,36.6,1859.72,1164.32
O10591,2023-07-14,C1035,P227,Product 28,Electronics,East,12,59.97,0.0,24.28,719.64,428.28
O10592,2023-07-15,C1057,P208,Product 9,Office Supplies,South,5,118.51,0.0,86.83,592.55,158.4
O10593,2023-07-15,C1026,P217,Product 18,Software,East,5,311.91,0.0,117.62,1559.55,971.45
O10594,2023-07-15,C1047,P218,Product 19,Office Supplies,North,14,203.65,0.0,85.36,2851.1,1656.06
O10595,2023-07-15,C1055,P214,Product 15,Electronics,South,4,367.76,0.15,169.05,1250.38,574.18
O10596,2023-07-15,C1058,P221,Product 22,Office Supplies,South,8,26.26,0.0,15.92,210.08,82.72
O10597,2023-07-15,C1058,P222,Product 23,Software,South,10,84.86,0.0,40.78,848.6,440.8
O10598,2023-07-17,C1031,P229,Product 30,Electronics,West,9,214.73,0.0,140.8,1932.57,665.37
O10599,2023-07-17,C1051,P209,Product 10,Office Supplies,East,17,309.61,0.0,108.59,5263.37,3417.34
O10600,2023-07-20,C1000,P224,Product 25,Office Supplies,East,5,570.22,0.0,191.49,2851.1,1893.65
O10601,2023-07-20,C1040,P224,Product 25,Office Supplies,West,19,570.22,0.0,191.49,10834.18,7195.87
O10602,2023-07-20,C1031,P223,Product 24,Software,West,2,31.6,0.0,19.77,63.2,23.66
O10603,2023-07-20,C1022,P226,Product 27,Office Supplies,North,6,127.24,0.1,100.11,687.1,86.44
O10604,2023-07-20,C1056,P225,Product 26,Furniture,North,7,213.13,0.05,73.51,1417.31,902.74
O10605,2023-07-20,C1028,P216,Product 17,Electronics,East,2,370.37,0.05,147.09,703.7,409.52
O10606,2023-07-20,C1051,P212,Product 13,Furniture,East,6,54.4,0.0,27.16,326.4,163.44
O10607,2023-07-21,C1011,P202,Product 3,Office Supplies,West,17,97.88,0.0,36.6,1663.96,1041.76
O10608,2023-07-22,C1025,P212,Product 13,Furniture,South,1,54.4,0.0,27.16,54.4,27.24
O10609,2023-07-22,C1003,P214,Product 15,Electronics,North,4,367.76,0.0,169.05,1471.04,794.84
O10610,2023-07-22,C1051,P217,Product 18,Software,East,17,311.91,0.0,117.62,5302.47,3302.93
O10611,2023-07-22,C1013,P207,Product 8,Office Supplies,North,14,339.87,0.0,183.74,4758.18,2185.82
O10612,2023-07-22,C1028,P201,Product 2,Software,East,4,80.89,0.0,49.22,323.56,126.68
O10613,2023-07-22,C1048,P218,Product 19,Office Supplies,North,6,203.65,0.0,85.36,1221.9,709.74
O10614,2023-07-23,C1015,P220,Product 21,Electronics,South,1,278.07,0.0,101.91,278.07,176.16
O10615,2023-07-23,C1034,P205,Product 6,Office Supplies,West,8,209.71,0.0,124.1,1677.68,684.88
O10616,2023-07-23,C1042,P218,Product 19,Office Supplies,West,12,203.65,0.0,85.36,2443.8,1419.48
O10617,2023-07-24,C1001,P224,Product 25,Office Supplies,North,4,570.22,0.0,191.49,2280.88,1514.92
O10618,2023-07-24,C1007,P223,Product 24,Software,West,19,31.6,0.0,19.77,600.4,224.77
O10619,2023-07-25,C1054,P213,Product 14,Furniture,South,3,86.81,0.05,56.62,247.41,77.55
O10620,2023-07-25,C1015,P218,Product 19,Office Supplies,South,19,203.65,0.0,85.36,3869.35,2247.51
O10621,2023-07-25,C1052,P207,Product 8,Office Supplies,West,1,339.87,0.0,183.74,339.87,156.13
O10622,2023-07-26,C1032,P204,Product 5,Office Supplies,North,12,365.41,0.0,149.12,4384.92,2595.48
O10623,2023-07-26,C1055,P204,Product 5,Office Supplies,South,14,365.41,0.0,149.12,5115.74,3028.06
O10624,2023-07-26,C1047,P226,Product 27,Office Supplies,North,1,127.24,0.0,100.11,127.24,27.13
O10625,2023-07-26,C1029,P218,Product 19,Office Supplies,South,5,203.65,0.0,85.36,1018.25,591.45
O10626,2023-07-27,C1019,P206,Product 7,Electronics,East,4,235.09,0.15,103.91,799.31,383.67
O10627,2023-07-27,C1013,P221,Product 22,Office Supplies,North,7,26.26,0.0,15.92,183.82,72.38
O10628,2023-07-27,C1028,P222,Product 23,Software,East,19,84.86,0.0,40.78,1612.34,837.52
O10629,2023-07-31,C1040,P223,Product 24,Software,West,18,31.6,0.1,19.77,511.92,156.06
O10630,2023-08-01,C1005,P207,Product 8,Office Supplies,North,10,339.87,0.0,183.74,3398.7,1561.3
O10631,2023-08-02,C1025,P204,Product 5,Office Supplies,South,9,365.41,0.0,149.12,3288.69,1946.61
O10632,2023-08-02,C1048,P219,Product 20,Software,North,9,459.87,0.0,188.0,4138.83,2446.83
O10633,2023-08-03,C1024,P226,Product 27,Office Supplies,South,3,127.24,0.0,100.11,381.72,81.39
O10634,2023-08-03,C1023,P202,Product 3,Office Supplies,South,16,97.88,0.0,36.6,1566.08,980.48
O10635,2023-08-03,C1042,P209,Product 10,Office Supplies,West,6,309.61,0.15,108.59,1579.01,927.47
O10636,2023-08-03,C1026,P206,Product 7,Electronics,East,15,235.09,0.15,103.91,2997.4,1438.75
O10637,2023-08-03,C1034,P208,Product 9,Office Supplies,West,12,118.51,0.0,86.83,1422.12,380.16
O10638,2023-08-03,C1033,P214,Product 15,Electronics,South,2,367.76,0.0,169.05,735.52,397.42
O10639,2023-08-04,C1009,P202,Product 3,Office Supplies,East,6,97.88,0.0,36.6,587.28,367.68
O10640,2023-08-04,C1005,P208,Product 9,Office Supplies,North,1,118.51,0.0,86.83,118.51,31.68
O10641,2023-08-05,C1001,P226,Product 27,Office Supplies,North,4,127.24,0.0,100.11,508.96,108.52
O10642,2023-08-05,C1024,P203,Product 4,Furniture,South,1,477.65,0.0,181.0,477.65,296.65
O10643,2023-08-05,C1050,P220,Product 21,Electronics,North,15,278.07,0.0,101.91,4171.05,2642.4
O10644,2023-08-05,C1024,P215,Product 16,Furniture,South,4,215.0,0.0,77.58,860.0,549.68
O10645,2023-08-05,C1003,P227,Product 28,Electronics,North,1,59.97,0.0,24.28,59.97,35.69
O10646,2023-08-06,C1000,P216,Product 17,Electronics,East,9,370.37,0.0,147.09,3333.33,2009.52
O10647,2023-08-06,C1045,P209,Product 10,Office Supplies,East,4,309.61,0.0,108.59,1238.44,804.08
O10648,2023-08-06,C1016,P209,Product 10,Office Supplies,West,6,309.61,0.15,108.59,1579.01,927.47
O10649,2023-08-06,C1058,P217,Product 18,Software,South,18,311.91,0.0,117.62,5614.38,3497.22
O10650,2023-08-06,C1028,P220,Product 21,Electronics,East,15,278.07,0.0,101.91,4171.05,2642.4
O10651,2023-08-08,C1016,P208,Product 9,Office Supplies,West,19,118.51,0.0,86.83,2251.69,601.92
O10652,2023-08-08,C1019,P210,Product 11,Software,East,9,111.71,0.0,77.24,1005.39,310.23
O10653,2023-08-08,C1052,P212,Product 13,Furniture,West,8,54.4,0.0,27.16,435.2,217.92
O10654,2023-08-08,C1032,P214,Product 15,Electronics,North,15,367.76,0.0,169.05,5516.4,2980.65
O10655,2023-08-08,C1047,P224,Product 25,Office Supplies,North,14,570.22,0.0,191.49,7983.08,5302.22
O10656,2023-08-08,C1049,P201,Product 2,Software,West,8,80.89,0.0,49.22,647.12,253.36
O10657,2023-08-08,C1017,P229,Product 30,Electronics,West,1,214.73,0.0,140.8,214.73,73.93
O10658,2023-08-08,C1017,P229,Product 30,Electronics,West,16,214.73,0.0,140.8,3435.68,1182.88
O10659,2023-08-08,C1012,P205,Product 6,Office Supplies,East,19,209.71,0.0,124.1,3984.49,1626.59
O10660,2023-08-08,C1054,P202,Product 3,Office Supplies,South,10,97.88,0.0,36.6,978.8,612.8
O10661,2023-08-08,C1045,P223,Product 24,Software,East,14,31.6,0.0,19.77,442.4,165.62
O10662,2023-08-11,C1042,P216,Product 17,Electronics,West,9,370.37,0.0,147.09,3333.33,2009.52
O10663,2023-08-11,C1027,P224,Product 25,Office Supplies,North,7,570.22,0.0,191.49,3991.54,2651.11
O10664,2023-08-11,C1055,P221,Product 22,Office Supplies,South,5,26.26,0.0,15.92,131.3,51.7
O10665,2023-08-11,C1042,P220,Product 21,Electronics,West,2,278.07,0.0,101.91,556.14,352.32
O10666,2023-08-11,C1035,P226,Product 27,Office Supplies,East,6,127.24,0.0,100.11,763.44,162.78
O10667,2023-08-11,C1027,P217,Product 18,Software,North,11,311.91,0.1,117.62,3087.91,1794.09
O10668,2023-08-12,C1012,P201,Product 2,Software,East,11,80.89,0.0,49.22,889.79,348.37
O10669,2023-08-12,C1053,P203,Product 4,Furniture,West,7,477.65,0.0,181.0,3343.55,2076.55
O10670,2023-08-13,C1049,P200,Product 1,Electronics,West,3,207.23,0.0,104.52,621.69,308.13
O10671,2023-08-13,C1020,P224,Product 25,Office Supplies,South,1,570.22,0.1,191.49,513.2,321.71
O10672,2023-08-13,C1027,P215,Product 16,Furniture,North,5,215.0,0.0,77.58,1075.0,687.1
O10673,2023-08-13,C1046,P217,Product 18,Software,West,7,311.91,0.0,117.62,2183.37,1360.03
O10674,2023-08-13,C1003,P202,Product 3,Office Supplies,North,4,97.88,0.0,36.6,391.52,245.12
O10675,2023-08-13,C1020,P211,Product 12,Office Supplies,South,10,437.23,0.0,150.23,4372.3,2870.0
O10676,2023-08-13,C1031,P228,Product 29,Electronics,West,13,253.39,0.0,88.43,3294.07,2144.48
O10677,2023-08-13,C1048,P204,Product 5,Office Supplies,North,4,365.41,0.0,149.12,1461.64,865.16
O10678,2023-08-13,C1048,P209,Product 10,Office Supplies,North,7,309.61,0.0,108.59,2167.27,1407.14
O10679,2023-08-13,C1044,P220,Product 21,Electronics,North,9,278.07,0.0,101.91,2502.63,1585.44
O10680,2023-08-14,C1041,P206,Product 7,Electronics,East,9,235.09,0.05,103.91,2010.02,1074.83
O10681,2023-08-14,C1015,P222,Product 23,Software,South,17,84.86,0.0,40.78,1442.62,749.36
O10682,2023-08-14,C1036,P202,Product 3,Office Supplies,East,9,97.88,0.0,36.6,880.92,551.52
O10683,2023-08-15,C1047,P212,Product 13,Furniture,North,14,54.4,0.0,27.16,761.6,381.36
O10684,2023-08-15,C1039,P222,Product 23,Software,South,13,84.86,0.0,40.78,1103.18,573.04
O10685,2023-08-15,C1043,P220,Product 21,Electronics,East,2,278.07,0.0,101.91,556.14,352.32
O10686,2023-08-15,C1042,P229,Product 30,Electronics,West,1,214.73,0.0,140.8,214.73,73.93
O10687,2023-08-15,C1009,P209,Product 10,Office Supplies,East,19,309.61,0.0,108.59,5882.59,3819.38
O10688,2023-08-16,C1008,P227,Product 28,Electronics,East,19,59.97,0.0,24.28,1139.43,678.11
O10689,2023-08-16,C1054,P209,Product 10,Office Supplies,South,11,309.61,0.0,108.59,3405.71,2211.22
O10690,2023-08-16,C1027,P214,Product 15,Electronics,North,19,367.76,0.0,169.05,6987.44,3775.49
O10691,2023-08-17,C1032,P228,Product 29,Electronics,North,9,253.39,0.0,88.43,2280.51,1484.64
O10692,2023-08-17,C1046,P218,Product 19,Office Supplies,West,3,203.65,0.0,85.36,610.95,354.87
O10693,2023-08-17,C1033,P209,Product 10,Office Supplies,South,1,309.61,0.0,108.59,309.61,201.02
O10694,2023-08-17,C1047,P212,Product 13,Furniture,North,1,54.4,0.0,27.16,54.4,27.24
O10695,2023-08-17,C1052,P214,Product 15,Electronics,West,13,367.76,0.0,169.05,4780.88,2583.23
O10696,2023-08-17,C1025,P228,Product 29,Electronics,South,7,253.39,0.0,88.43,1773.73,1154.72
O10697,2023-08-17,C1048,P206,Product 7,Electronics,North,13,235.09,0.0,103.91,3056.17,1705.34
O10698,2023-08-18,C1000,P206,Product 7,Electronics,East,17,235.09,0.15,103.91,3397.05,1630.58
O10699,2023-08-18,C1058,P216,Product 17,Electronics,South,17,370.37,0.05,147.09,5981.48,3480.95
O10700,2023-08-18,C1052,P228,Product 29,Electronics,West,3,253.39,0.0,88.43,760.17,494.88
O10701,2023-08-18,C1027,P225,Product 26,Furniture,North,16,213.13,0.0,73.51,3410.08,2233.92
O10702,2023-08-18,C1021,P208,Product 9,Office Supplies,West,1,118.51,0.0,86.83,118.51,31.68
O10703,2023-08-18,C1050,P215,Product 16,Furniture,North,9,215.0,0.0,77.58,1935.0,1236.78
O10704,2023-08-19,C1018,P208,Product 9,Office Supplies,West,7,118.51,0.0,86.83,829.57,221.76
O10705,2023-08-19,C1014,P218,Product 19,Office Supplies,South,2,203.65,0.0,85.36,407.3,236.58
O10706,2023-08-19,C1039,P210,Product 11,Software,South,14,111.71,0.0,77.24,1563.94,482.58
O10707,2023-08-19,C1001,P217,Product 18,Software,North,19,311.91,0.0,117.62,5926.29,3691.51
O10708,2023-08-19,C1056,P207,Product 8,Office Supplies,North,6,339.87,0.0,183.74,2039.22,936.78
O10709,2023-08-19,C1001,P227,Product 28,Electronics,North,17,59.97,0.0,24.28,1019.49,606.73
O10710,2023-08-19,C1019,P212,Product 13,Furniture,East,13,54.4,0.15,27.16,601.12,248.04
O10711,2023-08-19,C1018,P228,Product 29,Electronics,West,10,253.39,0.0,88.43,2533.9,1649.6
O10712,2023-08-19,C1058,P221,Product 22,Office Supplies,South,14,26.26,0.0,15.92,367.64,144.76
O10713,2023-08-19,C1051,P222,Product 23,Software,East,4,84.86,0.0,40.78,339.44,176.32
O10714,2023-08-19,C1029,P210,Product 11,Software,South,11,111.71,0.1,77.24,1105.93,256.29
O10715,2023-08-21,C1030,P201,Product 2,Software,West,17,80.89,0.0,49.22,1375.13,538.39
O10716,2023-08-21,C1014,P227,Product 28,Electronics,South,2,59.97,0.0,24.28,119.94,71.38
O10717,2023-08-21,C1057,P215,Product 16,Furniture,South,4,215.0,0.0,77.58,860.0,549.68
O10718,2023-08-21,C1038,P204,Product 5,Office Supplies,East,16,365.41,0.0,149.12,5846.56,3460.64
O10719,2023-08-21,C1018,P225,Product 26,Furniture,West,17,213.13,0.0,73.51,3623.21,2373.54
O10720,2023-08-21,C1027,P226,Product 27,Office Supplies,North,7,127.24,0.0,100.11,890.68,189.91
O10721,2023-08-21,C1030,P228,Product 29,Electronics,West,17,253.39,0.0,88.43,4307.63,2804.32
O10722,2023-08-21,C1052,P202,Product 3,Office Supplies,West,4,97.88,0.05,36.6,371.94,225.54
O10723,2023-08-21,C1012,P229,Product 30,Electronics,East,10,214.73,0.0,140.8,2147.3,739.3
O10724,2023-08-21,C1058,P210,Product 11,Software,South,16,111.71,0.0,77.24,1787.36,551.52
O10725,2023-08-21,C1029,P207,Product 8,Office Supplies,South,13,339.87,0.0,183.74,4418.31,2029.69
O10726,2023-08-22,C1014,P211,Product 12,Office Supplies,South,10,437.23,0.0,150.23,4372.3,2870.0
O10727,2023-08-22,C1049,P215,Product 16,Furniture,West,17,215.0,0.0,77.58,3655.0,2336.14
O10728,2023-08-23,C1048,P225,Product 26,Furniture,North,18,213.13,0.15,73.51,3260.89,1937.71
O10729,2023-08-23,C1002,P229,Product 30,Electronics,West,6,214.73,0.0,140.8,1288.38,443.58
O10730,2023-08-23,C1000,P205,Product 6,Office Supplies,East,3,209.71,0.0,124.1,629.13,256.83
O10731,2023-08-24,C1035,P212,Product 13,Furniture,East,14,54.4,0.0,27.16,761.6,381.36
O10732,2023-08-24,C1014,P206,Product 7,Electronics,South,10,235.09,0.0,103.91,2350.9,1311.8
O10733,2023-08-25,C1057,P203,Product 4,Furniture,South,6,477.65,0.0,181.0,2865.9,1779.9
O10734,2023-08-25,C1007,P204,Product 5,Office Supplies,West,12,365.41,0.0,149.12,4384.92,2595.48
O10735,2023-08-25,C1005,P200,Product 1,Electronics,North,5,207.23,0.0,104.52,1036.15,513.55
O10736,2023-08-27,C1059,P220,Product 21,Electronics,South,3,278.07,0.05,101.91,792.5,486.77
O10737,2023-08-27,C1055,P217,Product 18,Software,South,16,311.91,0.0,117.62,4990.56,3108.64
O10738,2023-08-27,C1006,P213,Product 14,Furniture,West,8,86.81,0.0,56.62,694.48,241.52
O10739,2023-08-29,C1010,P205,Product 6,Office Supplies,East,18,209.71,0.05,124.1,3586.04,1352.24
O10740,2023-08-30,C1019,P221,Product 22,Office Supplies,East,6,26.26,0.0,15.92,157.56,62.04
O10741,2023-08-30,C1026,P228,Product 29,Electronics,East,10,253.39,0.0,88.43,2533.9,1649.6
O10742,2023-08-30,C1012,P202,Product 3,Office Supplies,East,15,97.88,0.0,36.6,1468.2,919.2
O10743,2023-08-30,C1058,P216,Product 17,Electronics,South,3,370.37,0.0,147.09,1111.11,669.84
O10744,2023-08-31,C1059,P218,Product 19,Office Supplies,South,11,203.65,0.0,85.36,2240.15,1301.19
O10745,2023-08-31,C1023,P202,Product 3,Office Supplies,South,6,97.88,0.0,36.6,587.28,367.68
O10746,2023-09-01,C1014,P216,Product 17,Electronics,South,4,370.37,0.0,147.09,1481.48,893.12
O10747,2023-09-01,C1004,P210,Product 11,Software,North,3,111.71,0.1,77.24,301.62,69.9
O10748,2023-09-03,C1003,P228,Product 29,Electronics,North,10,253.39,0.0,88.43,2533.9,1649.6
O10749,2023-09-04,C1009,P228,Product 29,Electronics,East,19,253.39,0.0,88.43,4814.41,3134.24
O10750,2023-09-04,C1023,P210,Product 11,Software,South,16,111.71,0.0,77.24,1787.36,551.52
O10751,2023-09-06,C1004,P213,Product 14,Furniture,North,2,86.81,0.0,56.62,173.62,60.38
O10752,2023-09-06,C1011,P226,Product 27,Office Supplies,West,5,127.24,0.15,100.11,540.77,40.22
O10753,2023-09-06,C1041,P217,Product 18,Software,East,4,311.91,0.05,117.62,1185.26,714.78
O10754,2023-09-06,C1010,P224,Product 25,Office Supplies,East,14,570.22,0.0,191.49,7983.08,5302.22
O10755,2023-09-06,C1053,P228,Product 29,Electronics,West,18,253.39,0.0,88.43,4561.02,2969.28
O10756,2023-09-07,C1004,P223,Product 24,Software,North,11,31.6,0.0,19.77,347.6,130.13
O10757,2023-09-07,C1024,P222,Product 23,Software,South,9,84.86,0.0,40.78,763.74,396.72
O10758,2023-09-08,C1000,P221,Product 22,Office Supplies,East,10,26.26,0.0,15.92,262.6,103.4
O10759,2023-09-09,C1011,P203,Product 4,Furniture,West,1,477.65,0.0,181.0,477.65,296.65
O10760,2023-09-09,C1028,P221,Product 22,Office Supplies,East,18,26.26,0.0,15.92,472.68,186.12
O10761,2023-09-09,C1049,P213,Product 14,Furniture,West,14,86.81,0.0,56.62,1215.34,422.66
O10762,2023-09-09,C1039,P222,Product 23,Software,South,11,84.86,0.0,40.78,933.46,484.88
O10763,2023-09-10,C1055,P219,Product 20,Software,South,6,459.87,0.0,188.0,2759.22,1631.22
O10764,2023-09-10,C1036,P225,Product 26,Furniture,East,13,213.13,0.0,73.51,2770.69,1815.06
O10765,2023-09-10,C1025,P205,Product 6,Office Supplies,South,2,209.71,0.1,124.1,377.48,129.28
O10766,2023-09-10,C1021,P207,Product 8,Office Supplies,West,12,339.87,0.0,183.74,4078.44,1873.56
O10767,2023-09-10,C1025,P219,Product 20,Software,South,8,459.87,0.0,188.0,3678.96,2174.96
